title,severity,cvss_base_score,cvss_vector,details_md,references
Server Security Misconfiguration - Insecure SSL - Lack of Forward Secrecy,info,,,"## Description
Forward secrecy uses temporary keys for the exchange of information between two parties. If a server's private key is compromised the session is still secure as it uses ephemeral keys for the exchange. When the application lacks forward secrecy, these security guarantees will rely solely on a public and private key interaction. An attacker will only require a private key to decrypt the data in transit.

**Business Impact**

Lack of forward secrecy can lead to reputational damage for the business due to a loss in confidence and trust by users who identify that there isn’t any forward secrecy.

**Steps to Reproduce**

1. Run a tool such as SSLScan, TestSLL, or SSLyze to scan the SSL/TLS configuration
1. Observe the results showing the lack of forward secrecy:

{{value}}

**Proof of Concept (PoC)**

The screenshot below demonstrates the use of a cipher suite with lack of forward secrecy:

{{screenshot}}

## Resolution
It is recommended that only strong cipher suites are supported. As a guideline, the following cipher suites are recommended:

- Ciphers such as ECDHE and DHE, which use perfect forward secrecy key exchange
- Ciphers that use SHA256
- AES-GCM is preferred for authentication ciphers. These are only available when TLS1.2 and TLS1.3 are in use","https://cheatsheetseries.owasp.org/cheatsheets/Key_Management_Cheat_Sheet.html#perfect-forward-secrecy, https://cheatsheetseries.owasp.org/cheatsheets/Transport_Layer_Protection_Cheat_Sheet.html"
Server Security Misconfiguration - HTTP Request Smuggling,unclassified,,,"## Description
HTTP request smuggling is a vulnerability that occurs due to the discrepancies between the way two or more servers interprets a sequence of requests, such as there the servers using different mechanisms to determine where the boundaries are between requests.

These misconfigurations can lead to a broad range of issues that result in an attacker bypassing security controls, taking over other user's accounts, or gaining unauthorized access to sensitive content.

**Business Impact**

Depending on the type of misconfiguration found in the server, exposure or manipulation of data from within it could lead to financial loss and reputational damage for the business.

**Steps to Reproduce**

1. Enable a HTTP intercept proxy, such as Burp Suite or OWASP ZAP, to record and intercept web traffic from your browser
1. Use a browser to navigate to: {{URL}}
1. Using the HTTP intercept proxy, alter the HTTP request header as follows: {{HTTP request}}
1. Send the request
1. Observe the response

**Proof of Concept (PoC)**

The screenshots below demonstrates the HTTP request smuggling vulnerability:

{{screenshot}}

## Resolution
There is no single technique to prevent HTTP request smuggling vulnerabilities. However, implementing the right combination of defensive measures within the application will prevent and limit the impact of these vulnerabilities. Some best practices include the following:

- Reduce ambiguities in the interpretation and configuration of server protocols. This includes interpreting HTTP headers consistently across front-end and back-end servers.
- Ensure servers are communicating via the HTTP/2 protocol end-to-end as this reduces the variants of HTTP request smuggling attacks that the servers will be vulnerable to.
- Use a web application firewall (WAF) and configure it to close connections where the Transfer-Encoding or Content-Length headers are different.","https://cwe.mitre.org/data/definitions/444.html, https://capec.mitre.org/data/definitions/33.html"
Server Security Misconfiguration - Race Condition,unclassified,,,"## Description
A race condition is a queued task executed by an application that is forced to execute multiple functions in parallel. As a result, the application logic can break. An attacker can abuse a race condition in this application to call a function multiple times to break the application’s logic, causing unintended consequences.

**Business Impact**

This race condition vulnerability can lead to reputational damage for the business due to a loss in confidence and trust by users.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Fill in the form and send the request
1. Intercept the following request in a web proxy:

``` HTTP
{{Request}}
```

1. Use {{program}} to exploit the race condition

**Proof of Concept (PoC)**

The screenshot(s) below demonstrates the race condition:

{{screenshot}}

## Resolution
It is recommended to synchronize and control the order in which operations execute. This can be achieved through locking functionality within many programming languages.

For further information, please see the following resource:

- <https://cwe.mitre.org/data/definitions/362.html>
- <https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/06-Session_Management_Testing/08-Testing_for_Session_Puzzling>",
Server Security Misconfiguration - Cookie Scoped to Parent Domain,info,,,"## Description
When a cookie is scoped to a parent domain instead of a specific host it allows any subdomain of that host to access the cookie, increasing the probability of data leakage. If the cookie contains a session token, it could be accessed by other subdomains. An attacker can leverage this misconfiguration to access data.

**Business Impact**

Cookies that are scoped to a parent domain can lead to reputational damage for the business due to a loss in confidence and trust by users.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Use Web Proxy to intercept the response
1. Observe that the cookie is scoped to the parent domain

**Proof of Concept (PoC)**

The screenshot(s) below demonstrates the misconfiguration:

{{screenshot}}

## Resolution
The cookie should be scoped to the application specific domain name using the `Set-Cookie` directive. It is also best practice to include both the `Secure` and  `HTTPOnly` flags. The following example shows the syntax and inclusion of the flags:

`Set-Cookie: <name>=<value>[; <Max-Age>=<age>] [; expires=<date>][; domain=<domain_name>] [; path=<some_path>][; secure][; HttpOnly]`","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Set-Cookie, https://owasp.org/www-project-web-security-testing-guide/v41/4-Web_Application_Security_Testing/06-Session_Management_Testing/02-Testing_for_Cookies_Attributes.html, https://www.rfc-editor.org/rfc/rfc6265#section-4.1"
Server Security Misconfiguration - Missing Subresource Integrity,info,,,"## Description
Subresource Integrity (SRI) is a security feature that helps ensure the integrity and authenticity of externally loaded resources that are included in a web application, such as scripts, stylesheets, or images. While not a vulnerability within itself, missing SRI in a web application can allow an attacker to modify or replace external resources that can lead to the execution of malicious code. An attacker could achieve this by compromising the server hosting the resource, intercepting network traffic, or by leveraging weaknesses in the supply chain.

**Business Impact**

Missing SRI could result in reputational damage for the business through the impact to customers’ trust. The severity of the impact to the business is dependent on the sensitivity of the data being stored in, and transmitted by the application.

**Steps to Reproduce**

1. Use a browser to navigate to: {{URL}}
2. Open Developer Tools and navigate to the Elements tab.
3. Search for `<script>` and `<link>` tags that load external resources.
4. Observe that the following tags are missing an `integrity` attribute:

{{List of tags missing an 'integrity' attribute}}

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
It is recommended to implement SRI attributes for all external resources to ensure their integrity and prevent tampering. It is also recommended to ensure that Content Security Policy (CSP) headers  are in place to restrict the sources from which resources can be loaded.",
"Server Security Misconfiguration - SSL Attack (BREACH, POODLE etc.)",unclassified,,,"## Description
Browser Reconnaissance & Exfiltration via Adaptive Compression of Hypertext (BREACH) and Padding Oracle On Downgraded Legacy Encryption (POODLE) are vulnerabilities in SSL and TLS that allows a malicious attacker to injection plaintext into a victim's request or force an SSL downgrade to decrypt encrypted data over thousands of requests. This application is vulnerable to a BREACH/POODLE attack as it supports outdated versions of SSL or TLS.

**Business Impact**

SSL attacks can lead to reputational damage for the business due to a loss in confidence and trust by users who identify outdated versions of SSL or TLS. 

**Steps to Reproduce**

1. Run a tool such as SSLScan, TestSLL, or SSLyze to scan the SSL/TLS configuration
1. Observe the results showing the weak SSL/TLS versions:

{{value}}

**Proof of Concept (PoC)**

The screenshot below demonstrates the use of a cipher suite susceptible to a  BREACH or POODLE attack:

{{screenshot}}

## Resolution
It is recommended that only strong protocols, such as TLS 1.3, and strong cipher suites are supported. The implementation of TLS should be thoroughly tested once it is set up to ensure a secure connection between client and server.","https://github.com/ssllabs/research/wiki/SSL-and-TLS-Deployment-Best-Practices, https://cheatsheetseries.owasp.org/cheatsheets/Transport_Layer_Protection_Cheat_Sheet.html, https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/09-Testing_for_Weak_Cryptography/01-Testing_for_Weak_Transport_Layer_Security"
Server Security Misconfiguration - Unsafe Cross-Origin Resource Sharing,unclassified,,,"## Description
The Cross-Origin Resource Sharing (CORS) Policy is a security control implemented by browsers to extend Same-Origin Policy (SOP) to cross domain requests via an allow list. However, misconfigurations can create unsafe CORS instances where cross-domain attacks can occur. An attacker can leverage unsafe CORS policies in the application to break the SOP and exfiltrate data or execute code on users’ browsers.

**Business Impact**

Unsafe CORS can lead to reputational damage for the business due to a loss in confidence from users who are attempting to perform legitimate actions within the application.

**Steps to Reproduce**

1. Enable a HTTP intercept proxy, such as Burp Suite or OWASP ZAP
1. With the HTTP intercept proxy turned on, use a browser to navigate to: {{URL}}
1. In the HTTP intercept proxy, observe the following header:

```http
{{Header}}
```

1. The following request and response pair demonstrates the unsafe CORS:

```http
{{Request}}
```

```http
{{Response}}
```

**Proof of Concept (PoC)**

The screenshot below demonstrates the full exploit:

{{screenshot}}

## Resolution
To prevent CORS attacks the cross-origin requests need to be properly configured. This includes not using `null` and instead using a strict allow list of trusted sites in the `Access-Control-Allow-Origin` header. It is also good practice to not use wildcards (`*`) for internal networks, and include further server-side protections for sensitive data.","https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS, https://fetch.spec.whatwg.org/#http-cors-protocol"
Server Security Misconfiguration - No Rate Limiting on Form,unclassified,,,"## Description
Rate limiting is a strategy to limit the frequency of a repeat action within a particular time frame. This ensures that a service doesn’t become unresponsive or unavailable due to too many requests exhausting the application's resources. A lack of rate limiting on this endpoint allows an attacker to send a large number of requests to the server and potentially cause accelerated service usage for the business or exhaust the application resources.

**Business Impact**

No rate limiting on a form can result in reputational damage to the organization if the rate limiting prevents legitimate form submissions and responses. It also has the potential to cause accelerated service usage, which can incur a direct financial cost in environments with SaaS services or pay on demand systems.

**Steps to Reproduce**

1. Enable a HTTP intercept proxy, such as Burp Suite or OWASP ZAP, to record and intercept web traffic from your browser
1. Using a browser, navigate to {{url}}
1. Fill out the form and submit the form while using the HTTP intercept proxy to intercept the request
1. Using the HTTP intercept proxy, re-issue the captured request 400 times in rapid succession
1. Observe within the HTTP intercept proxy that all 400 of these requests generate a ‘HTTP 200 OK’ response, showing that there is no rate-limiting on the form
1. Perform another, manual form submission in the browser
1. Observe that the form is submitted successfully which shows that there is no silent lockout implemented

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
It is recommended to implement rate limiting on the form. This could include a CAPTCHA that a user has to solve before submission, or it could be enforcing a limit on the amount of submissions per minute, based on IP address.",
Server Security Misconfiguration - No Rate Limiting on Form - Registration,low,,,"## Description
Rate Limiting prevents an application from becoming unresponsive or unavailable due to too many requests exhausting the application's resources. A lack of rate limiting on a registration form allows an attacker to send a number of requests to the server which registers an account on the service for each request, and will generate a new user. This has the risk of generating a large set of spam accounts with the service, which the attacker can use to spam other users and disrupt the platform.

**Business Impact**

No rate limiting on a registration form can result in reputational damage to the organization if an attacker generates a large amount of accounts for a service and uses it to spam other users, or to disrupt the platform via other means. It also has the potential to cause accelerated service usage, which can incur a direct financial cost in environments with SaaS services or pay on demand systems.

**Steps to Reproduce**

1. Enable a HTTP intercept proxy, such as Burp Suite or OWASP ZAP, to record and intercept web traffic from your browser
1. Using a browser, navigate to {{url}}
1. Fill out the registration form
1. Submit the form while using the HTTP intercept proxy to intercept the request
1. Using the HTTP intercept proxy, re-issue the captured request 400 times in rapid succession
1. Observe within the HTTP intercept proxy that all 400 of these requests successfully generate new accounts, showing that there is no rate-limiting on the form
1. Perform another, manual account registration form submission in the browser without the interception proxy enabled
1. Observe that the form is submitted successfully. This shows that there is no silent lockout implemented

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
It is recommended to implement rate limiting on the form. This could include a CAPTCHA that a user has to solve before submission, or it could be enforcing a limit on the amount of submissions per minute, based on IP address.",
Server Security Misconfiguration - No Rate Limiting on Form - SMS-Triggering,low,,,"## Description
Rate Limiting prevents an application from becoming unresponsive or unavailable due to too many requests exhausting the application's resources. A lack of rate limiting on a SMS triggering endpoint was identified. This allows an attacker to create a large amount of messages to any valid mobile number, which they could use to spam a target with SMS messages.

**Business Impact**

No rate limiting on a form which triggers SMS can result in reputational damage for the business as customers’ trust is impacted through receiving large amounts of unwanted and unsolicited SMS messages. This also creates the risk of the business’ phone number being added to a spam list.

Additionally, for systems that use Software-as-a-Service (SaaS) SMS providers, there can be direct financial costs associated with sending large volumes of SMS messages.

**Steps to Reproduce**

1. Enable a HTTP intercept proxy, such as Burp Suite or OWASP ZAP, to record and intercept web traffic from your browser
1. Using a browser, sign into the application and navigate to {{url}}
1. Fill out the form that triggers an SMS, using a phone number that you own as the destination
1. Submit the form while using the HTTP intercept proxy to intercept the request
1. Using the HTTP intercept proxy, re-issue the captured request 400 times in rapid succession
1. Observe within the HTTP intercept proxy that all 400 of these requests triggered an email, showing that there is no rate-limiting on the form
1. Perform another, manual SMS triggering form submission in the browser without the interception proxy enabled
1. Observe that the form is submitted and an SMS is triggered successfully. This shows that there is no silent lockout implemented

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
It is recommended to implement rate limiting on the form. This could include a CAPTCHA that a user has to solve before submission, or it could be enforcing a limit on the amount of submissions per minute, based on IP address.",
Server Security Misconfiguration - No Rate Limiting on Form - Change Password,info,,,"## Description
Rate Limiting prevents an application from becoming unresponsive or unavailable due to too many requests exhausting the application's resources. A lack of rate limiting on a password change form allows an attacker to send a number of requests to the server which will attempt to change the password of a user with the supplied credentials, even if they are invalid. This has the risk of an attacker being able to attempt to bruteforce credentials for users without any protections, and can be used as a method of credential stuffing and compromising accounts to the service.

**Business Impact**

No rate limiting on a password change form can result in reputational damage to the organization if an attacker successfully takes over an account through guessing valid credentials or preventing legitimate users access to their accounts. It also has the potential to cause accelerated service usage, which can incur a direct financial cost in environments with SaaS services or pay on demand systems.

**Steps to Reproduce**

1. Enable a HTTP intercept proxy, such as Burp Suite or OWASP ZAP, to record and intercept web traffic from your browser
1. Using a browser, sign into the application and navigate to {{url}}
1. Fill out the password change form 
1. Submit the form while using the HTTP intercept proxy to intercept the request
1. Using the HTTP intercept proxy, re-issue the captured request 400 times in rapid succession
1. Observe within the HTTP intercept proxy that all 400 of these requests generate a ‘HTTP 200 OK’ response, showing that there is no rate-limiting on the form
1. Perform another, manual password change form submission in the browser without the interception proxy enabled
1. Observe that the form is submitted successfully which shows that there is no silent lockout implemented

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
It is recommended to implement rate limiting on the form. This could include a CAPTCHA that a user has to solve before submission, or it could be enforcing a limit on the amount of submissions per minute, based on IP address.",
Server Security Misconfiguration - No Rate Limiting on Form - Email-Triggering,low,,,"## Description
Rate Limiting prevents an application from becoming unresponsive or unavailable due to too many requests exhausting the application's resources. A lack of rate limiting on an email triggering endpoint was identified. This allows an attacker to create a large amount of emails to any email address, which they could use to spam a target with emails.

**Business Impact**

No rate limiting on a form which triggers email can result in reputational damage for the business as customers’ trust is impacted through receiving large amounts of unwanted and unsolicited emails. This also creates the risk of the email address domain being added to a spam list.

Additionally, for systems that use Software-as-a-Service (SaaS) email providers, there can be direct financial costs associated with sending large volumes of email.

**Steps to Reproduce**

1. Enable a HTTP intercept proxy, such as Burp Suite or OWASP ZAP, to record and intercept web traffic from your browser
1. Using a browser, sign into the application and navigate to {{url}}
1. Fill out the {{insert_form_name_here}} that triggers an email, using an email that you own as the destination
1. Submit the form while using the HTTP intercept proxy to intercept the request
1. Using the HTTP intercept proxy, re-issue the captured request 400 times in rapid succession
1. Observe within the HTTP intercept proxy that all 400 of these requests triggered an email, showing that there is no rate-limiting on the form
1. Perform another, manual email triggering form submission in the browser without the interception proxy enabled
1. Observe that the form is submitted and an email is triggered successfully. This shows that there is no silent lockout implemented

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
It is recommended to implement rate limiting on the form. This could include a CAPTCHA that a user has to solve before submission, or it could be enforcing a limit on the amount of submissions per minute, based on IP address.",
Server Security Misconfiguration - No Rate Limiting on Form - Login,low,,,"## Description
Rate Limiting prevents an application from becoming unresponsive or unavailable due to too many requests exhausting the application's resources. A lack of rate limiting on a login form allows an attacker to send a number of requests to the server which will attempt to authenticate a user with the supplied credentials, even if they are invalid. This has the risk of an attacker being able to attempt to bruteforce credentials for users without any protections, and can be used as a method of credential stuffing and compromising accounts to the service.

**Business Impact**

No rate limiting on a login form can result in reputational damage to the organization if an attacker successfully takes over an account through a bruteforce login attempt. It also has the potential to cause accelerated service usage, which can incur a direct financial cost in environments with SaaS services or pay on demand systems.

**Steps to Reproduce**

1. Enable a HTTP intercept proxy, such as Burp Suite or OWASP ZAP, to record and intercept web traffic from your browser
1. Using a browser, navigate to {{url}}
1. Fill out the form with incorrect credentials
1. Submit the login form while using the HTTP intercept proxy to intercept the request
1. Using the HTTP intercept proxy, re-issue the captured request 400 times in rapid succession
1. Observe within the HTTP intercept proxy that all 400 of these requests generate successful login attempts, showing that there is no rate-limiting on the form
1. Log in with valid account credentials
1. Observe that a valid login is successful which shows that there is no silent lockout implemented

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
It is recommended to implement rate limiting on the form. This could include a CAPTCHA that a user has to solve before submission, or it could be enforcing a limit on the amount of submissions per minute, based on IP address.",
Decentralized Application Misconfiguration,unclassified,,,"## Description
Decentralized Application (dApp) misconfiguration refers to issues in the design or deployment of dApps, such as insecure data storage, improper authorization, or flawed logic. These vulnerabilities can compromise user security, enable unauthorized actions, or disrupt application functionality. An attacker can exploit these misconfigurations to manipulate transactions, exfiltrate data, or cause operational failures.

**Business Impact**

Misconfigured dApps can lead to data breaches, financial losses, and reputational harm. These vulnerabilities may also affect compliance with security standards and regulations.

**Steps to Reproduce**

1. Navigate to the following URL: {{URL}}
1. Analyze the dApp's code and configuration for potential security gaps
1. Test inputs and interactions to identify improper handling or validation  
1. Bypass security mechanisms or access restricted features {{explanation of where + screenshot}}
1. Observe any unintended behavior or unauthorized access 

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Use secure coding practices and conduct regular security audits.  
- Implement robust input validation and access controls.  
- Test the dApp extensively under various scenarios, including edge cases.  
- Use encryption and other security measures for sensitive data.",
Decentralized Application Misconfiguration - Marketplace Security,unclassified,,,"## Description
Marketplace security misconfigurations involve weaknesses in decentralized marketplaces, such as signer account takeover, unauthorized asset transfers, or order manipulation. These flaws can compromise the integrity of transactions and lead to fraudulent activities. An attacker can exploit these misconfigurations to take over accounts, manipulate marketplace orders, or conduct unauthorized trades.

**Business Impact**  

Marketplace misconfigurations can result in user asset theft, operational disruptions, and significant reputational damage. These vulnerabilities may also cause legal and financial liabilities for the platform operators.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Analyze the marketplace dApp’s smart contract logic for security gaps 
1. Test the authorization mechanisms for vulnerabilities in asset transfers 
1. Manipulate order parameters, such as price or quantity, during submission  
1. Observe unauthorized actions, such as account takeovers or malicious offers  

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Implement multi-signature authentication to secure user accounts.  
- Validate and sanitize all input data for marketplace transactions.  
- Use cryptographic integrity checks for order submissions and updates.  
- Regularly monitor and test the marketplace for security vulnerabilities.",
Decentralized Application Misconfiguration - Marketplace Security - Malicious Order Offer,high,,,"## Description
A malicious order offer involves an attacker creating fraudulent or malicious order offers designed to deceive users into accepting terms that favor the attacker. This is often caused by a lack of order verification mechanisms or misleading metadata. Users may accept these malicious offers without realizing they are unfavorable or fraudulent.

**Business Impact**  

Users who fall victim to malicious orders may lose assets or overpay for goods, leading to financial losses and diminished trust in the marketplace. The platform may face legal repercussions for allowing fraudulent activities and could suffer reputational damage as users leave for more secure alternatives.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Create a malicious order offer with deceptive terms
1. Submit the offer to the marketplace
1.  Present the order in a way that conceals the malicious intent
1. Trick a user into accepting the malicious offer {{describe how}}
1. Observe that the transaction executed under fraudulent terms

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures in the decentralized application can prevent and limit the impact of the vulnerability:

- Enforce strict validation and verification processes for order offers, ensuring terms are clear and transparent.
- Implement user alerts for unusually high or suspicious order offers.
- Audit the metadata and descriptions associated with each order to prevent deceptive practices.
- Educate users on how to recognize potentially malicious offers and encourage double-checking before acceptance.",
Decentralized Application Misconfiguration - Marketplace Security - Unauthorized Asset Transfer,critical,,,"## Description
Unauthorized Asset Transfer occurs when assets (e.g., NFTs, tokens) are transferred without the owner’s consent. This can result from improper access control, flawed smart contract logic, or a lack of authorization checks. Attackers exploit these weaknesses to move assets without proper validation.

**Business Impact**

This type of attack leads to asset theft, eroding user trust in the platform. Financial losses can occur, and the platform may face legal action for failing to safeguard user assets. It can also hurt the platform’s reputation, resulting in reduced user engagement and a decline in marketplace activity.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Identify the targeted asset on the marketplace
1. Bypass or exploit the smart contract responsible for asset transfer to initiate an unauthorized transfer {{describe specifically how you identified it}}
1. Look at the transaction logs to confirm that the asset has been transferred without the owner’s approval
1. Verify the lack of authorization checks in the transaction path
1. Observe that the transferred asset is no longer under the original owner’s control

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures in the decentralized application can prevent and limit the impact of the vulnerability:

- Implement strict access control measures and permission systems to verify ownership before allowing asset transfers.
- Introduce multi-signature requirements for high-value asset transfers.
- Regularly audit smart contracts to ensure proper authorization logic is enforced.
- Log and monitor all asset transfer activities, with alerts for suspicious transactions.",
Decentralized Application Misconfiguration - Marketplace Security - Orderbook Manipulation,critical,,,"## Description
Orderbook manipulation occurs when an attacker alters the terms of an order after it has been signed by the user but before it is executed by the marketplace. This can happen due to improper order validation, insufficient signature verification, or tampering with transaction data. As a result, the buyer or seller may unknowingly accept manipulated terms.

**Business Impact**  

Order manipulation leads to financial losses for users and undermines trust in the marketplace’s ability to process trades fairly. It can damage the marketplace's reputation and result in disputes or legal issues related to fraudulent orders.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Create a legitimate order on the marketplace and sign it
1. Intercept the transaction data containing the order details
1.  Modify the order terms
1. Submit the tampered order for execution
1. Observe that the manipulated order was executed under different terms than originally agreed upon

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures in the decentralized application can prevent and limit the impact of the vulnerability:

- Implement strong cryptographic signature validation on all order submissions to ensure the integrity of the original terms.
- Introduce non-modifiable order hashes or unique order IDs that prevent post-signature modification.
- Regularly audit order processing logic to detect potential manipulation points.
- Provide users with clear confirmation of their orders before execution and alert them to any changes.",
Decentralized Application Misconfiguration - Marketplace Security - OFAC Bypass,medium,,,"## Description
Office of Foreign Assets Control (OFAC) bypass refers to the failure of a marketplace to properly enforce OFAC sanctions or restrictions. This can happen due to insufficient compliance mechanisms, such as missing geolocation checks or improper validation of user identities, allowing sanctioned entities to engage in transactions.

**Business Impact**  

Allowing sanctioned entities to use the platform could result in severe legal consequences, including fines, regulatory penalties, and sanctions against the marketplace itself. Additionally, reputational damage can occur if users or regulators perceive the platform as not complying with global laws and standards.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Create a user from a sanctioned country or entity
1.  Bypass geolocation checks or identity verification to register on the platform
1. Execute trades, transfers, or listings as the sanctioned entity
1. Observe that the marketplace does not block or restrict the user based on their location or identity

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures in the decentralized application can prevent and limit the impact of the vulnerability:

- Implement strict geolocation checks using IP and blockchain analysis tools to block users from sanctioned jurisdictions.
- Introduce robust Know Your Customer (KYC) procedures to validate user identities before allowing transactions.
- Regularly update the platform’s list of sanctioned entities and cross-reference it with all active users.
- Automate compliance checks to flag and block users violating OFAC restrictions.",
Decentralized Application Misconfiguration - Marketplace Security - Price or Fee Manipulation,high,,,"## Description
Price or fee manipulation occurs when attackers exploit weaknesses in the pricing or fee structure of a marketplace. This may involve bypassing fee calculations, inflating or deflating prices, or exploiting discrepancies between front-end and back-end price logic. This vulnerability allows attackers to manipulate the system to pay lower fees or unfairly alter trade prices.

**Business Impact**  

This vulnerability can lead to financial losses for the marketplace, as attackers evade fees or game the system for arbitrage. It can also harm users by forcing them to trade at manipulated prices. If unaddressed, the marketplace’s reputation for fair trading can suffer, causing users to leave.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Identify a transaction with a calculated price or fee in the marketplace
1.  Exploit a flaw in the fee or price calculation logic to alter the final amount
1. Submit the transaction with the manipulated price or fee
1. Confirm that the system accepts the manipulated transaction
1. Observe that the fee was reduced or price altered, without detection

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures in the decentralized application can prevent and limit the impact of the vulnerability:

- Implement consistent, tamper-proof fee and pricing logic across both the front-end and back-end.
- Regularly audit fee calculation and pricing mechanisms for potential vulnerabilities.
- Use cryptographic proofs to validate that prices and fees are correctly calculated before executing transactions.
- Introduce alerts for unusually low fees or sudden price changes in transactions.",
Decentralized Application Misconfiguration - Marketplace Security - Denial of Service,unclassified,,,"## Description
Denial of Service (DoS) vulnerabilities occur when attackers overload the marketplace with excessive transactions, requests, or interactions, causing it to become unavailable or unresponsive. This can result from a lack of rate limiting, unoptimized smart contract functions, or exploitable transaction loops. An attacker can overwhelm a marketplace through DoS, preventing legitimate users from accessing services.

**Business Impact**  

A successful DoS attack can render the platform unusable, leading to significant downtime, loss of revenue, and frustrated users. It also exposes the marketplace to reputational damage, as users may seek alternatives if the platform is frequently unavailable due to attacks.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Identify a vulnerable marketplace function that allows unlimited interactions
1. Spam the vulnerable function with excessive requests {{Describe exactly how}}
1. Observe the marketplace’s performance as it becomes unresponsive or crashes
1. Observe that legitimate users are unable to access the marketplace or complete transactions

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures in the decentralized application can prevent and limit the impact of the vulnerability:

- Implement rate limiting on all marketplace interactions, including order placements, asset queries, and transactions.
- Optimize smart contract functions to handle large numbers of interactions without degrading performance.
- Use monitoring tools to detect unusual spikes in traffic and throttle malicious activity in real-time.
- Establish backup and failover systems to keep the marketplace operational in the event of an attack.",
Decentralized Application Misconfiguration - Marketplace Security - Miscalculated Accounting Logic,unclassified,,,"## Description
Miscalculated accounting logic refers to errors or flaws in the marketplace’s accounting system that lead to incorrect balance calculations, discrepancies in user funds, or misallocation of assets. This often stems from improper rounding, underflows/overflows, or poor handling of transaction data. Attackers can exploit these weaknesses to alter balances in their favor.

**Business Impact**  

Accounting errors can result in significant financial losses, both for the platform and its users. Users may see incorrect balances, leading to disputes and mistrust in the platform. If left unaddressed, such issues can cause significant reputational and legal damage to the marketplace.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Identify a transaction that involves a balance update
1. Exploit the accounting logic {{Describe exactly how}}
1. Observe that the balance calculations are incorrect as a result
1. Observe that the affected accounts to confirm the accounting error

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures in the decentralized application can prevent and limit the impact of the vulnerability:

- Implement safe mathematical operations in smart contracts, including safeguards against integer overflows and underflows.
- Regularly audit and test accounting logic for rounding errors or other flaws.
- Use precise decimal handling to ensure accurate balance calculations across transactions.
- Establish independent validation checks for all balance updates and asset transfers.",
